osm_id,name,type,lat,lon
358713985,Douglas Gardens Hospital,hospital,25.8237323,-80.19296
358757015,Saint Catherine's Rehabilitation Hospital,hospital,25.889921,-80.177
367818963,Miami Beach - Beach Patrol Ocean Rescue,fire_station,25.7802585,-80.1301581
367819549,North Miami East Fire Station,fire_station,25.8955556,-80.1666667
367819554,Saga Bay Fire Station,fire_station,25.8108333,-80.3488889
367819685,Airport North Side Fire Station,fire_station,25.8075,-80.2888889
367819811,Miami Dade Fire / Rescue,fire_station,25.8102237,-80.3485901
367819820,Coral Gables Fire Department Station 1,fire_station,25.7458691,-80.2603962
367819826,Hialeah Fire Department Station 1,fire_station,25.8267032,-80.2799625
367819901,Model Cities Fire Department Station 2,fire_station,25.8333379,-80.2416796
367819986,Miami Fire / Rescue Station 4,fire_station,25.763063,-80.1969782
367819990,Miami Fire / Rescue Department Support Service Division,fire_station,25.780652,-80.2142474
367820007,Miami Fire / Rescue Station 6,fire_station,25.8103083,-80.2078653
367820008,Miami Fire / Rescue Station 7,fire_station,25.7688408,-80.235005
367820011,Miami Fire / Rescue Station 8,fire_station,25.7301748,-80.2412232
367820012,Miami Fire / Rescue Station 9,fire_station,25.8330092,-80.1946316
367820067,Seaport / Port of Miami Fire Department Station 39,fire_station,25.7748819,-80.169651
367820078,Westchester Fire Department Station 47,fire_station,25.7477109,-80.3469564
367820099,Miami Springs Fire Department Station 35,fire_station,25.8213793,-80.2846311
367820144,Miami Beach Fire / Rescue Station 3,fire_station,25.8313812,-80.1213149
367820146,Miami Beach Fire / Rescue Station 1,fire_station,25.7813468,-80.1370289
367820175,Opa - Locka Fire Department Station 26,fire_station,25.8821371,-80.250931
367820179,Hialeah Gardens Fire Department Station 28,fire_station,25.8679447,-80.3385769
367820183,Miami Shores / El Portal Fire Station 30,fire_station,25.8627984,-80.1936725
367820194,Miami Fire / Rescue Station 11,fire_station,25.7704397,-80.2921425
367820196,Miami Fire / Rescue Station 12,fire_station,25.8174323,-80.2206114
367820200,West Little River Fire Department Station 7,fire_station,25.8599313,-80.2344977
367820204,Miami-Dade Fire Rescue Station 12 (MIA Midfield),fire_station,25.7973796,-80.292179
